,Unnamed: 0,city,station,station_name,year,month,day,time_span,season,PM2.5,PRES,TEMP,DEWP,HUMI,IRAIN,pm25_camq,pm10_camq,PM25_cv,cbwd,CV_Iws,NE_Iws,NW_Iws,SE_Iws,SW_Iws,dem,geo,ndv,typ,road,dem_10,dem_25,dem_50,dem_75,dem_100,ndv_10,ndv_25,ndv_50,ndv_75,ndv_100,road_10,road_25,road_50,road_75,road_100,geo_10,geo_25,geo_50,geo_75,geo_100,typ_50,typ_100,typ_150,typ_200,lon,lat,TerraAOD,AquaAOD,Y-M-D
31,34088,Hengshui,Hengshui_Shijiancezhan,Shijiancezhan,2015,12,21,355,4,380.25,1024.8416666666667,0.12083333333333328,-4.65,71.08333333333333,0.0,249.3640081897914,299.2107846156298,340.87137357353794,SE,0.0,1.6,0.0,2.608333333333333,1.475,1178,13,0.536,53,0.20651826626,1179.8,1127.6,1096.66,1093.36,1077.33,0.4152,0.35568000000000005,0.35623800000000005,0.3525853333333333,0.357556,0.11716659259199998,0.128625198082,0.12190404460280001,0.12116263991773335,0.1238148730977,16,16,16,12,16,52,52,52,52,115.64299999999999,37.738,171.0,1171.0,2015-12-21
32,35178,Langfang,Langfang_Beihuahangtianxueyuan,Beihuahangtianxueyuan,2015,12,21,355,4,405.0869565217391,1025.525,-2.370833333333334,-4.8500000000000005,84.41666666666667,0.0,315.26668103642396,431.46607172595594,271.15674256212213,SW,0.0,1.0,1.3,1.3,2.257142857142857,1098,20,0.4920000000000001,52,0.02615792294,1111.0,1072.72,1074.52,1062.4266666666667,1056.77,0.5,0.5182319999999999,0.5203119999999999,0.5178586666666667,0.5255529999999999,0.1247616943,0.1019985032132,0.087716477593,0.08054528835613332,0.0742112380119,14,14,16,12,12,52,52,52,52,116.73700000000001,39.534,229.16666666666663,112.0,2015-12-21
33,36240,Langfang,Langfang_Kaifaqu,Kaifaqu,2015,12,21,355,4,308.9166666666667,1025.525,-2.370833333333334,-4.8500000000000005,84.41666666666667,0.0,274.2432406491229,391.1413918878823,268.2384461345852,SW,0.0,1.0,1.3,1.3,2.257142857142857,1080,20,0.456,52,0.14419630731,1085.6,1076.52,1068.94,1063.9066666666668,1054.68,0.4704,0.511516,0.5164719999999999,0.5205773333333333,0.5248320000000001,0.10822785894300001,0.10124456338599998,0.09189289225500001,0.08008619694453332,0.07444260331439999,13,14,15,12,19,52,52,52,52,116.773,39.575,205.2,617.0,2015-12-21
34,37299,Langfang,Langfang_Yaocaigongsi,Yaocaigongsi,2015,12,21,355,4,405.95833333333326,1025.525,-2.370833333333334,-4.8500000000000005,84.41666666666667,0.0,331.46479873484355,467.2587594650782,270.9871897493669,SW,0.0,1.0,1.3,1.3,2.257142857142857,1156,12,0.512,46,0.02979942028,1115.1,1076.32,1072.22,1058.1066666666666,1039.73,0.5171999999999999,0.5295920000000001,0.529512,0.5219666666666667,0.5227930000000001,0.096038455472,0.106447250106,0.08798270963540003,0.08179677280360001,0.07223808416739999,12,12,12,12,12,52,52,52,52,116.684,39.518,246.6,784.0,2015-12-21
35,38390,Qinhuangdao,Qinhuangdao_Beidaihe,Beidaihe,2015,12,21,355,4,150.20833333333334,1026.1416666666664,0.1833333333333332,-5.279166666666668,68.70833333333333,0.0,104.511265842321,133.13002481629692,264.4613145863926,NW,0.4,1.2,19.238095238095234,0.0,2.1,906,29,0.708,52,0.02216511109,937.3,946.76,950.6,960.04,955.51,0.7163999999999999,0.6827,0.6512699999999999,0.6534853333333334,0.649794,0.092154478815,0.15255330495039998,0.14534405195779998,0.126380855978,0.13768814649279998,94,14,19,19,19,12,12,12,12,119.52600000000001,39.828,911.0,316.0,2015-12-21
36,39479,Qinhuangdao,Qinhuangdao_Diyiguan,Diyiguan,2015,12,21,355,4,172.04166666666663,1026.1416666666664,0.1833333333333332,-5.279166666666668,68.70833333333333,0.0,82.95931989943863,107.01284039264802,260.8069520680445,NW,0.4,1.2,19.238095238095234,0.0,2.1,958,22,0.6559999999999999,12,0.01308175979,1008.6,984.52,972.46,968.96,966.16,0.6299899999999999,0.686868,0.7007099999999999,0.7083133333333334,0.7119929999999998,0.10128511094599996,0.11763939859719999,0.1357294267442,0.14299358530226666,0.13531983662539998,26,13,12,17,19,12,12,12,12,119.762,40.018,142.0,280.0,2015-12-21
37,40568,Qinhuangdao,Qinhuangdao_Jiancezhan,Jiancezhan,2015,12,21,355,4,148.70833333333334,1026.1416666666664,0.1833333333333332,-5.279166666666668,68.70833333333333,0.0,77.50722625198387,100.29265001508028,261.68539062237096,NW,0.4,1.2,19.238095238095234,0.0,2.1,945,16,0.7120000000000001,23,0.07907699537,950.8,962.84,966.52,963.6933333333334,961.31,0.6995899999999999,0.6873440000000002,0.6775100000000001,0.6631386666666667,0.6695519999999999,0.104744943156,0.14963151549879994,0.1398337803074,0.1361196071121333,0.13873296301899998,20,12,12,12,14,52,12,12,12,119.602,39.957,618.0,107.0,2015-12-21
38,41657,Qinhuangdao,Qinhuangdao_Jianshedasha,Jianshedasha,2015,12,21,355,4,148.25,1026.1416666666664,0.1833333333333332,-5.279166666666668,68.70833333333333,0.0,90.82240352592324,116.49440455249392,261.8942010053621,NW,0.4,1.2,19.238095238095234,0.0,2.1,906,14,0.708,32,0.01249729773,933.8,947.96,954.58,960.3866666666668,956.14,0.7163999999999999,0.6827,0.6512700000000001,0.6534853333333334,0.649914,0.123733294243,0.15255330495039998,0.145329798572,0.13436714496426666,0.14392797463089999,12,14,14,14,14,12,12,12,12,119.537,39.942,103.0,385.0,2015-12-21
39,42707,Qinhuangdao,Qinhuangdao_Shizhengfu,Shizhengfu,2015,12,21,355,4,151.33333333333334,1026.1416666666664,0.1833333333333332,-5.279166666666668,68.70833333333333,0.0,95.49588888255406,122.34955135104694,262.180252079242,NW,0.4,1.2,19.238095238095234,0.0,2.1,945,12,0.632,51,0.07907699537,950.8,962.84,966.52,962.4933333333332,962.11,0.6995899999999999,0.6823839999999999,0.6795899999999999,0.6649519999999999,0.6709130000000001,0.104744943156,0.14963151549879994,0.1398337803074,0.13611960711213333,0.13873296301899998,20,20,14,14,14,52,12,12,12,119.60700000000001,39.936,710.0,435.0,2015-12-21
40,43796,Shijiazhuang,Shijiazhuang_Gaoxinqu,Gaoxinqu,2015,12,21,355,4,345.3181818181818,1014.0541666666664,0.19166666666666665,-4.245833333333334,73.41666666666667,0.0,279.58111464478384,348.88819811242615,366.76405884882996,NW,0.35000000000000003,1.9666666666666668,2.7111111111111112,3.1499999999999995,0.85,1084,12,0.364,53,0.14572015451,1119.8,1102.8,1109.4,1106.6133333333332,1108.03,0.3336,0.33823600000000004,0.35767399999999994,0.3653266666666667,0.379754,0.07387235829199999,0.0739085735312,0.0998786113198,0.0883433892372,0.0871818136046,12,16,16,12,21,52,52,52,52,114.605,38.04,461.0,145.0,2015-12-21
41,44883,Shijiazhuang,Shijiazhuang_Renminhuitang,Renminhuitang,2015,12,21,355,4,357.83333333333326,1014.0541666666664,0.19166666666666665,-4.245833333333334,73.41666666666667,0.0,320.4363573774672,405.2124637747782,366.1657192355252,NW,0.35000000000000003,1.9666666666666668,2.7111111111111112,3.1499999999999995,0.85,1093,21,0.312,46,0.10762264164,1082.3,1109.56,1112.4,1112.7466666666667,1117.66,0.36639,0.347196,0.35167600000000004,0.354768,0.3615529999999999,0.059944782613000014,0.07194271521439999,0.092136338858,0.08679141986226667,0.08804960207609998,12,12,16,39,21,52,52,52,52,114.521,38.052,461.0,209.66666666666663,2015-12-21
