,Unnamed: 0,city,station,station_name,year,month,day,time_span,season,PM2.5,PRES,TEMP,DEWP,HUMI,IRAIN,pm25_camq,pm10_camq,PM25_cv,cbwd,CV_Iws,NE_Iws,NW_Iws,SE_Iws,SW_Iws,dem,geo,ndv,typ,road,dem_10,dem_25,dem_50,dem_75,dem_100,ndv_10,ndv_25,ndv_50,ndv_75,ndv_100,road_10,road_25,road_50,road_75,road_100,geo_10,geo_25,geo_50,geo_75,geo_100,typ_50,typ_100,typ_150,typ_200,lon,lat,TerraAOD,AquaAOD,Y-M-D
21,23295,Chengde,Chengde_Ligong,Ligong,2015,12,21,355,4,150.2083333,975.7791667,-6.958333333,-10.1625,79,0,50.77811448,72.12205954,251.74554,CV,0.185714286,0.666666667,0.9,1.116666667,0.5,923,22,0.66,11,0.323777017,948.3,944.96,955.38,960.64,964.89,0.65319,0.649912,0.631274,0.614128,0.612912,0.229658868,0.204621376,0.167761966,0.167953902,0.161983977,11,11,32,39,39,31,12,12,31,117.932,40.984,281.8333333,383,2015/12/21
22,24384,Chengde,Chengde_Tielu,Tielu,2015,12,21,355,4,208.75,975.7791667,-6.958333333,-10.1625,79,0,27.22850029,41.51924038,252.3198619,CV,0.185714286,0.666666667,0.9,1.116666667,0.5,946,28,0.592,12,0.323777017,946.4,942.32,949.38,958.9066667,961.26,0.63959,0.639832,0.624794,0.613112,0.606434,0.223376592,0.193865023,0.164110952,0.156476084,0.160642004,19,39,39,39,39,31,31,12,31,117.966,40.916,306.1666667,232,2015/12/21
23,25473,Chengde,Chengde_Wenhuazhongxin,Wenhuazhongxin,2015,12,21,355,4,251.375,975.7791667,-6.958333333,-10.1625,79,0,30.36793244,45.73712298,251.4476051,CV,0.185714286,0.666666667,0.9,1.116666667,0.5,975,26,0.864,33,0.231342905,946.8,972.08,970.36,971.8666667,974.36,0.672,0.621116,0.633752,0.632205333,0.640753,0.185316249,0.189216842,0.172918177,0.173215897,0.162836446,37,37,37,37,37,31,31,31,31,117.818,40.973,256.5,632,2015/12/21
24,26562,Chengde,Chengde_Zhongguoyinhang,Zhongguoyinhang,2015,12,21,355,4,208.25,975.7791667,-6.958333333,-10.1625,79,0,50.77811448,72.12205954,251.7710682,CV,0.185714286,0.666666667,0.9,1.116666667,0.5,946,29,0.668,31,0.323777017,947.3,942.32,951.76,959.4266667,962.81,0.64599,0.648152,0.628234,0.61226,0.609114,0.229658868,0.204621376,0.168346025,0.166941071,0.161627385,16,11,39,32,39,12,31,52,31,117.952,40.984,297,198,2015/12/21
25,27651,Handan,Handan_Congtaigongyuan,Congtaigongyuan,2015,12,21,355,4,480.7083333,1018.579167,0.775,-3.783333333,73.20833333,0,287.5683693,434.6807543,427.5636899,NW,0,2.583333333,3.593333333,1.8,1.1,1060,19,0.356,22,0.008564364,1089.6,1113.04,1112.48,1116,1118.07,0.3352,0.338236,0.375354,0.367674667,0.379114,0.054427103,0.071177342,0.07773164,0.07309924,0.086136107,16,12,12,12,12,52,52,52,52,114.496,36.62,,,2015/12/21
26,28744,Handan,Handan_Dongwushuichulichang,Dongwushuichulichang,2015,12,21,355,4,562.5416667,1018.579167,0.775,-3.783333333,73.20833333,0,287.5683693,434.6807543,426.5747089,NW,0,2.583333333,3.593333333,1.8,1.1,1101,19,0.292,52,0.012055283,1084.6,1107.24,1113.92,1112.733333,1114.07,0.3212,0.342072,0.372714,0.377113333,0.395674,0.054427103,0.074844175,0.07773164,0.0748356,0.086136107,12,12,12,12,19,52,52,52,52,114.543,36.616,,,2015/12/21
27,29838,Handan,Handan_Huanbaoju,Huanbaoju,2015,12,21,355,4,521.0416667,1018.579167,0.775,-3.783333333,73.20833333,0,287.5683693,434.6807543,427.1888506,NW,0,2.583333333,3.593333333,1.8,1.1,1073,19,0.368,31,0.051842147,1086,1109.56,1112.64,1113.453333,1116.99,0.3336,0.340632,0.370954,0.3729,0.384034,0.054427103,0.071177342,0.07773164,0.07309924,0.086136107,16,12,12,12,19,52,52,52,52,114.513,36.618,,,2015/12/21
28,30932,Handan,Handan_Kuangyuan,Kuangyuan,2015,12,21,355,4,511.7083333,1018.579167,0.775,-3.783333333,73.20833333,0,287.5683693,434.6807543,422.5931705,NW,0,2.583333333,3.593333333,1.8,1.1,1060,13,0.364,31,0.051842147,1086,1111.48,1113.38,1114.626667,1116.99,0.3336,0.340632,0.374234,0.370713333,0.382354,0.065048795,0.07085172,0.076631494,0.073539065,0.083087408,13,12,12,12,12,52,52,52,52,114.504,36.578,,,2015/12/21
29,32024,Hengshui,Hengshui_Dianjibeichang,Dianjibeichang,2015,12,21,355,4,502.75,1024.841667,0.120833333,-4.65,71.08333333,0,249.3640082,299.2107846,339.6156531,SE,0,1.6,0,2.608333333,1.475,1105,13,0.36,24,0.022839555,1138.5,1100.08,1075.52,1077.253333,1058.95,0.3688,0.36208,0.34856,0.352102667,0.355594,0.121504649,0.130193067,0.123020555,0.117067828,0.121703968,16,16,16,12,12,52,52,52,52,115.695,37.758,733,1173,2015/12/21
30,33116,Hengshui,Hengshui_Shihuanbaoju,Shihuanbaoju,2015,12,21,355,4,504.9166667,1024.841667,0.120833333,-4.65,71.08333333,0,249.3640082,299.2107846,339.9868397,SE,0,1.6,0,2.608333333,1.475,1105,13,0.36,22,0.013546021,1155.8,1100.08,1073.74,1082.373333,1058.95,0.3688,0.36208,0.34856,0.352102667,0.355594,0.117166593,0.130193067,0.124215962,0.120520937,0.123778038,16,16,16,12,12,52,52,52,52,115.69,37.739,596.8,706,2015/12/21
